region,type_source,type,type_v01,residential_type,remove,english_name,source_datasets
germany,Gebäude für Handel und Dienstleistungen;Hotel,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Arztpraxis,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Bankfiliale;Post,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Bibliothek;Gaststätte,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Gaststätte,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Spielkasino,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Hotel;Supermarkt,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Kindergarten,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Moschee,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Museum,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Parkdeck,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Polizeiwache,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Post,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Post;Parkdeck,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Spielkasino,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Spielkasino;Arztpraxis,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Supermarkt,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Supermarkt;Post,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Tiefgarage,,non-residential,,True,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Touristisches Informationszentrum,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Handel und Dienstleistungen;Touristisches Informationszentrum;Post,commercial,non-residential,,False,Building for trade and services,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Kurbetrieb,commercial,non-residential,,False,Building for spa operations,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Kurbetrieb;Polizeiwache,commercial,non-residential,,False,Building for spa operations,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Land- und Forstwirtschaft,agricultural,non-residential,,False,buildings for agriculture and forestry,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Land- und Forstwirtschaft;Geschäft,agricultural,non-residential,,False,buildings for agriculture and forestry,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sicherheit und Ordnung,public,non-residential,,False,Security and order building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sicherheit und Ordnung;Rettungsstelle,public,non-residential,,False,Security and order building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Gebäude für Sicherheit und Ordnung;Rettungsstelle, Notaufnahme",public,non-residential,,False,Security and order building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sportzwecke,public,non-residential,,False,buildings for sports purposes,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sportzwecke;Arztpraxis,public,non-residential,,False,buildings for sports purposes,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sportzwecke;Gaststätte,public,non-residential,,False,buildings for sports purposes,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sportzwecke;Hotel,public,non-residential,,False,buildings for sports purposes,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Sportzwecke;Toilette,public,non-residential,,False,buildings for sports purposes,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Vorratshaltung,commercial,non-residential,,False,Storage building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Vorratshaltung;Parkdeck,commercial,non-residential,,False,Storage building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Vorratshaltung;Supermarkt,commercial,non-residential,,False,Storage building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Vorratshaltung;Toilette,commercial,non-residential,,False,Storage building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Arztpraxis,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Gaststätte,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Geschäft,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Kindergarten,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Museum,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Parkdeck,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Polizeiwache,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Supermarkt,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Tiefgarage,,non-residential,,True,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für Wirtschaft oder Gewerbe;Toilette,commercial,non-residential,,False,Business or commercial buildings,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Gebäude für andere Erholungseinrichtung,public,non-residential,,False,Building for other recreation facility,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
